GO,n_genes,mean_clip_enrichment,mean_expr_change,clip_p,expr_p,TERM,ontology,clip_fdr,expr_fdr,combined_fdr,neglog10_fdr
GO:0032259,140,1.026752964468818,0.026704543771765118,1.4615078209834918e-7,0.8604692436937702,methylation,BP,1.852481535134463e-5,0.9490177630032814,1.852481535134463e-5,4.732246112217286
GO:0042274,69,1.517844273120391,-0.0845689642081929,1.4726840655880668e-7,6.887158882728299e-4,ribosomal small subunit biogenesis,BP,1.852481535134463e-5,0.018453599888799205,1.852481535134463e-5,4.732246112217286
GO:0007140,33,0.8395717278801753,-0.21306849304767894,0.038108376215421194,2.4039357502546657e-7,male meiotic nuclear division,BP,0.2228789912007572,4.419543417775885e-5,4.419543417775885e-5,4.354622595217158
GO:0071526,37,-0.01451579645105829,0.14552040579792483,0.6312977252603874,3.5686782168897176e-7,semaphorin-plexin signaling pathway,BP,0.8392245505590618,5.330713086479016e-5,5.330713086479016e-5,4.273214691759819
GO:0007141,27,0.07323454859472076,-0.2612771593960498,0.595592559671869,7.300618614337686e-7,male meiosis I,BP,0.813587843550297,9.183409730666877e-5,9.183409730666877e-5,4.03699603859512
GO:0051726,207,0.8160628556647305,0.011499123427842328,8.661790038069812e-7,0.4018446994147478,regulation of cell cycle,BP,1.0350839095493425e-4,0.689625619425709,1.0350839095493425e-4,3.9850244424996752
GO:0010628,379,0.10357135426012054,0.05953551557109426,0.18877582360950612,1.6784134072221335e-6,positive regulation of gene expression,BP,0.4825392710446199,1.5705428905235383e-4,1.5705428905235383e-4,3.803950198798524
GO:0050919,33,-0.08246832816451583,0.14719862003741208,0.36347007108980145,1.3808354435816797e-6,negative chemotaxis,BP,0.662938279878795,1.5705428905235383e-4,1.5705428905235383e-4,3.803950198798524
GO:0030199,46,-0.49863000683509906,0.15101198073828676,0.004852555936744556,1.6185813351016545e-6,collagen fibril organization,BP,0.06462152183076685,1.5705428905235383e-4,1.5705428905235383e-4,3.803950198798524
GO:0007130,21,0.46991288886886867,-0.29941932727402704,0.4675090765062667,1.695738425510832e-6,synaptonemal complex assembly,BP,0.7365502260052587,1.5705428905235383e-4,1.5705428905235383e-4,3.803950198798524
GO:0048477,45,0.4379636776622873,-0.18597216611409617,0.48354441081781446,1.708540382996318e-6,oogenesis,BP,0.7455881250347165,1.5705428905235383e-4,1.5705428905235383e-4,3.803950198798524
GO:0042742,88,-0.6406308516342166,-0.046004203121963336,1.6542789113415407e-6,0.4579040265734706,defense response to bacterium,BP,1.882726951479182e-4,0.7356394645678794,1.882726951479182e-4,3.7252126603680624
GO:0016525,68,-0.477693244150887,0.11565748070662929,0.0017771069115726705,2.417166470731308e-6,negative regulation of angiogenesis,BP,0.03742567996279843,2.063224237517081e-4,2.063224237517081e-4,3.6854535690098555
GO:0001503,83,-0.22455555496853583,0.11796409539260701,0.004667761678291036,2.8343383937026803e-6,ossification,BP,0.06374828806351757,2.335885779637726e-4,2.335885779637726e-4,3.631548397212822
GO:0007193,36,-1.0165844659675938,0.03662340339264109,3.384398396450534e-6,0.8251550156279042,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP,3.6766873488712623e-4,0.9341369958026355,3.6766873488712623e-4,3.4345432992671237
GO:0006418,33,1.6427983171806038,0.012047059365627649,4.402240062147565e-6,0.243398323773375,tRNA aminoacylation for protein translation,BP,4.3838973952219497e-4,0.5465952625804756,4.3838973952219497e-4,3.3581396190333566
GO:0010811,34,-1.054562854173041,0.15828576364894775,4.8485328540414955e-6,5.617660605154968e-6,positive regulation of cell-substrate adhesion,BP,4.4569205850612207e-4,4.475402948773458e-4,4.4569205850612207e-4,3.3509651042528326
GO:0031047,53,1.249491522821596,0.04402257450503363,4.7030629778525715e-6,0.9229786819490586,regulatory ncRNA-mediated gene silencing,BP,4.4569205850612207e-4,0.9734859002022287,4.4569205850612207e-4,3.3509651042528326
GO:0006954,218,-0.19938002563230806,0.05615339713733781,6.47812657043391e-6,0.001358578480624081,inflammatory response,BP,5.734341667902609e-4,0.027752158706765413,5.734341667902609e-4,3.24151643415478
GO:0042254,110,1.0383530108499435,-0.018115373877077155,6.731406350726976e-6,0.19932111029274113,ribosome biogenesis,BP,5.745736135084812e-4,0.49987140986322276,5.745736135084812e-4,3.2406543222542528
GO:0030336,112,-0.03707723505009551,0.10431453453619653,0.06777518564710243,8.207616440051222e-6,negative regulation of cell migration,BP,0.2945532944170296,6.327807513458845e-4,6.327807513458845e-4,3.198746740179487
GO:0045669,62,0.2847076311470181,0.11817654979373317,0.9675957822526353,8.9693847490682e-6,positive regulation of osteoblast differentiation,BP,0.9929385657294111,6.699009234460312e-4,6.699009234460312e-4,3.173989423541577
GO:0006417,141,0.9170567253929895,0.023190743966009085,8.516292260121478e-6,0.8817312221923088,regulation of translation,BP,7.018599483341494e-4,0.9561422962974673,7.018599483341494e-4,3.1537495399125643
GO:0001525,213,-0.017993088673261878,0.07796382369036649,0.006039614206245071,9.947337862122878e-6,angiogenesis,BP,0.07557423012002995,7.204284088022327e-4,7.204284088022327e-4,3.1424091698908376
GO:0008033,95,1.0468169740554607,0.030291416134892644,9.282782158120483e-6,0.9183768443128858,tRNA processing,BP,7.395283119302652e-4,0.9712038309326535,7.395283119302652e-4,3.1310451949196647
GO:0001658,40,-0.48519725689466653,0.13488536649854393,0.0061030046235247505,1.3453734886306422e-5,branching involved in ureteric bud morphogenesis,BP,0.07557606761774173,9.186978965220672e-4,9.186978965220672e-4,3.0368272779971277
GO:0008584,91,-0.7534695431014817,0.038813709281555565,1.2430119645848792e-5,0.5264024890452718,male gonad development,BP,9.283745610493317e-4,0.7771363060991145,9.283745610493317e-4,3.032276768417828
GO:0006955,118,-0.3691245956637996,0.04025484235726748,1.2369129891481043e-5,0.13841160446373507,immune response,BP,9.283745610493317e-4,0.4161053266268262,9.283745610493317e-4,3.032276768417828
GO:0070374,129,-0.020005075560569185,0.09633438883513419,0.0811559292964965,1.4277022248104122e-5,positive regulation of ERK1 and ERK2 cascade,BP,0.32003699105299843,9.478356436935792e-4,9.478356436935792e-4,3.023266963532408
GO:0006468,108,1.0464676627616114,0.022960380062294942,1.3600488158141497e-5,0.8805098569550094,protein phosphorylation,BP,9.85005051453278e-4,0.9561192903782246,9.85005051453278e-4,3.006561542281415
GO:0006302,73,1.0599444806428524,-0.03963457173544288,1.4128985340688488e-5,0.006884614812648654,double-strand break repair,BP,9.931845577719261e-4,0.07798212986838997,9.931845577719261e-4,3.002970041560664
GO:0007399,339,0.3832221971076511,0.05423025315895564,0.28855462488248135,1.840130544790088e-5,nervous system development,BP,0.596063572574875,0.0011886248654184625,0.0011886248654184625,2.9249551887664564
GO:0016477,232,0.19399119266994053,0.06534277883320473,0.3067374655518302,1.921772953581291e-5,cell migration,BP,0.6145659748340071,0.0012086940418577067,0.0012086940418577067,2.9176836187000164
GO:0051145,15,-0.6630365981975852,0.20735350133375768,0.05957567094530459,2.0420524856690066e-5,smooth muscle cell differentiation,BP,0.27738224210808715,0.0012514116514740837,0.0012514116514740837,2.902599805769442
GO:0000209,131,0.873898421223664,0.02126098496308849,1.8748139568115993e-5,0.8964964471925784,protein polyubiquitination,BP,0.001252674815788521,0.9603883947961732,0.001252674815788521,2.90216165369666
GO:0001774,19,-1.4234716216407242,0.08422232806487061,1.8868741995140903e-5,0.30552468468681376,microglial cell activation,BP,0.001252674815788521,0.6069858656703948,0.001252674815788521,2.90216165369666
GO:0006346,21,1.783655506347866,-0.035387749605758856,2.1731413444926257e-5,0.1267281853434621,DNA methylation-dependent constitutive heterochromatin formation,BP,0.001403731841442534,0.39710930704006514,0.001403731841442534,2.8527158486911723
GO:0051897,156,0.16757364629912228,0.0930059108955022,0.2352935351278379,2.45339392120719e-5,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,BP,0.5386509089612381,0.0014659028679212959,0.0014659028679212959,2.8338948054952584
GO:0030317,71,0.015531871571504019,-0.0925254507318029,0.2486653695618587,3.084046544682423e-5,flagellated sperm motility,BP,0.5539095464899867,0.001797773473607559,0.001797773473607559,2.7452650319354146
GO:0034220,150,-0.2752388090384832,0.04617527644185962,3.0291593929930534e-5,0.061806381439812305,monoatomic ion transmembrane transport,BP,0.001905181828750894,0.272039137460684,0.001905181828750894,2.7200635693559385
GO:0007059,99,0.6354031752674754,-0.0508452612307106,0.02613550375907384,3.3809229509629666e-5,chromosome segregation,BP,0.1813950720712857,0.0019239061554289262,0.0019239061554289262,2.7158161158602447
GO:0099560,24,-0.19564290362967415,0.17247178421963527,0.2075154514752973,3.6433746082753366e-5,synaptic membrane adhesion,BP,0.5040263506361388,0.002019685203715059,0.002019685203715059,2.694716316168891
GO:0009566,35,0.3432819968535322,-0.1669663990334721,0.9122744316297514,3.718248910605129e-5,fertilization,BP,0.97717826273412145,0.002019685203715059,0.002019685203715059,2.694716316168891
GO:0001656,31,-1.10262702525787,0.02900702057103023,3.4263646696679e-5,0.41258560813034817,metanephros development,BP,0.0020997465539759697,0.6995224733119121,0.0020997465539759697,2.677833122814814
GO:0008202,70,0.1670172621858111,0.09905706292544882,0.9619221248734902,4.041737677351352e-5,steroid metabolic process,BP,0.9896658968780204,0.002146611788637718,0.002146611788637718,2.668246489935842
GO:0034587,17,1.790627700652703,-0.06420116311954681,3.6057854984216255e-5,0.0038483733790131303,piRNA processing,BP,0.002154456835306921,0.05496486850206292,0.002154456835306921,2.66666220260871
GO:0045666,68,0.1922788629919864,0.12275998733637156,0.7904273231583716,4.36993046873734e-5,positive regulation of neuron differentiation,BP,0.9347584493264313,0.0022704638739744006,0.0022704638739744006,2.6438854038966366
GO:0071805,76,-0.1071407890233389,0.12317509743048673,0.018304308014931926,4.799917139800215e-5,potassium ion transmembrane transport,BP,0.14829591917182136,0.002403280019997404,0.002403280019997404,2.6191956240963856
GO:0007292,10,0.11955204126976926,-0.3454282575963388,0.47212147823352907,4.8266711698692636e-5,female gamete generation,BP,0.738235956366292,0.002403280019997404,0.002403280019997404,2.6191956240963856
GO:0038063,11,-0.8172678897631546,0.25024150552807023,0.027283808123985304,4.962655476831743e-5,collagen-activated tyrosine kinase receptor signaling pathway,BP,0.1838499039189854,0.0024205605284954826,0.0024205605284954826,2.6160840529268654
GO:0045087,310,-0.15755574762813943,0.017347551045987366,4.168922028862805e-5,0.8035151507175969,innate immune response,BP,0.0024301764997517327,0.9229912436733759,0.0024301764997517327,2.614362183157004
GO:0048514,30,-0.390594217489972,0.164464003058085,0.04927245616084239,5.2687496207692346e-5,blood vessel morphogenesis,BP,0.25067410602311924,0.002518462318727694,0.002518462318727694,2.598864542678439
GO:0006270,23,1.5456572504906763,-0.04993588138169229,4.9152243148366865e-5,0.021694198929264753,DNA replication initiation,BP,0.0027487426793459434,0.15085999013792106,0.0027487426793459434,2.56086591427468
GO:0006811,312,-0.09458183900402518,0.045104599529812,4.945436619743748e-5,0.06969508844664156,monoatomic ion transport,BP,0.0027487426793459434,0.28818557333472894,0.0027487426793459434,2.56086591427468
GO:0071773,22,-0.9576992144425988,0.19633693255068851,0.005092039638322185,6.211377233332656e-5,cellular response to BMP stimulus,BP,0.06588224219434692,0.002910821879934323,0.002910821879934323,2.5359843692531876
GO:0048251,11,-1.5305939326814648,0.22986916608030783,0.0040012621619689714,6.345676548037751e-5,elastic fiber assembly,BP,0.05939761842922883,0.0029165705672711973,0.0029165705672711973,2.535127511225831
GO:0006952,43,-0.8043915312482214,-0.04821129987050717,5.7123606165517806e-5,0.6811888650821409,defense response,BP,0.0031028504258088082,0.8743509063084408,0.0031028504258088082,2.508239159256807
GO:0001942,38,0.013651376385822478,0.11877110548279529,0.36807969725964457,7.067482950856646e-5,hair follicle development,BP,0.6658734267589509,0.0031870347646315816,0.0031870347646315816,2.496613199154032
GO:0007411,132,0.037784495374932434,0.0824210890459854,0.17686928071183214,7.612652989149254e-5,axon guidance,BP,0.4717830143987487,0.0033080437534666754,0.0033080437534666754,2.4804287549346427
GO:0032496,113,-0.3838907874209092,0.0842412124954555,1.462366948035096e-4,8.315994469508748e-5,response to lipopolysaccharide,BP,0.006853052952556626,0.0035115375957225758,0.0035115375957225758,2.4545026775175356
GO:0006813,75,-0.2598458424985358,0.12920578492136003,0.0070435339747394006,8.37479677640949e-5,potassium ion transport,BP,0.08171867087197654,0.0035115375957225758,0.0035115375957225758,2.4545026775175356
GO:0071260,56,-0.44679498156194963,0.10885553813540418,0.0016628891759445457,8.606738468703837e-5,cellular response to mechanical stimulus,BP,0.03742567996279843,0.003546569817276236,0.003546569817276236,2.4501914862710095
GO:0006275,39,1.2908566134672517,-0.026269051696958114,7.277825079859591e-5,0.03982904610515781,regulation of DNA replication,BP,0.0038653337646365384,0.20795348045388945,0.0038653337646365384,2.412812999577081
GO:0010468,314,0.3359587375387751,0.05220597705548328,0.3417067377607715,1.1197621037016297e-4,regulation of gene expression,BP,0.6436276591312502,0.00453598547092694,0.00453598547092694,2.343328345187981
GO:0006749,46,-0.9334592749959343,-0.020737539198772418,1.0403966304165538e-4,0.00785743792129113,glutathione metabolic process,BP,0.005405539014555573,0.08536034832675364,0.005405539014555573,2.2671609937781008
GO:0051028,93,0.9200060396048687,-0.0029491578350630213,1.1122955439577774e-4,0.06137524453464155,mRNA transport,BP,0.0056561411703384855,0.2710203212848193,0.0056561411703384855,2.247479759618883
GO:0007098,40,0.3937995695601395,-0.061413183885043486,0.4493477887298929,1.4246475118809098e-4,centrosome cycle,BP,0.7285896981441276,0.005674845922325624,0.005674845922325624,2.2460459254990974
GO:0035567,23,-0.2543696281538179,0.1654883384174982,0.11876165615267464,1.5109609710057262e-4,non-canonical Wnt signaling pathway,BP,0.38715338281118644,0.005919994624104402,0.005919994624104402,2.2276786876559407
GO:0006693,25,-1.1498209706172673,0.021570806835909465,1.2652164667945336e-4,0.8241967847671037,prostaglandin metabolic process,BP,0.006299723657581115,0.9337483458889471,0.006299723657581115,2.200678500803538
GO:0045987,11,-0.01616803798078323,0.20540370942186076,0.44182570434305435,1.7068840316013473e-4,positive regulation of smooth muscle contraction,BP,0.7232626256026712,0.006579762637947129,0.006579762637947129,2.18178977308652
GO:1904754,25,0.2645243963750425,0.12375809633817272,0.9079363475820457,1.7447591753937732e-4,positive regulation of vascular associated smooth muscle cell migration,BP,0.9760888347722553,0.006619007030462092,0.006619007030462092,2.1792071576201706
GO:0006396,83,0.8866904439290477,0.013230086990642877,1.4056460220855004e-4,0.5763347011687281,RNA processing,BP,0.006853052952556626,0.8099385812795946,0.006853052952556626,2.164115912438508
GO:0006284,36,1.3449546554319367,0.007580435529163267,1.4487239917053586e-4,0.3015875334913248,base-excision repair,BP,0.006853052952556626,0.6031750669826496,0.006853052952556626,2.164115912438508
GO:0000724,104,0.8880404863854872,-0.048573478282933125,1.7178896030036953e-4,2.6098720497542944e-4,double-strand break repair via homologous recombination,BP,0.007895684906113138,0.009313789756020973,0.007895684906113138,2.10261019142591
GO:0007160,64,-0.43965326373593955,0.07206395865787989,9.599946182160238e-4,2.3182545303335918e-4,cell-matrix adhesion,BP,0.026637230325414738,0.008657231761714507,0.008657231761714507,2.0626209558815285
GO:0009888,45,-0.11562051719609583,0.09504820458404145,0.17340288251230596,2.6109787182150844e-4,tissue development,BP,0.4661787280139609,0.009313789756020973,0.009313789756020973,2.0308735697993043
GO:0050776,28,-0.049600762971439324,0.16349432536641229,0.4350181050050905,2.544862353747074e-4,regulation of immune response,BP,0.7198454210928661,0.009313789756020973,0.009313789756020973,2.0308735697993043
GO:0008285,288,0.06537127282233271,0.06196036693612438,0.06056777193151506,2.666821911661572e-4,negative regulation of cell population proliferation,BP,0.2776702489347306,0.009373094660104643,0.009373094660104643,2.028116996955009
GO:0016579,69,1.0168241256179142,0.01918598474827172,2.1328416261119754e-4,0.5229043663684632,protein deubiquitination,BP,0.00948777445311966,0.7733548487751405,0.00948777445311966,2.0228356480660086
GO:0050821,189,0.7091137634937138,0.03631049994780125,2.2627286369836214e-4,0.7525020357185166,protein stabilization,BP,0.009832584440710645,0.9028593394002082,0.009832584440710645,2.007332315248527
GO:0006694,46,-0.5556841447023788,0.12593999342733353,0.010208398995096254,2.957755978331737e-4,steroid biosynthetic process,BP,0.10537866229084923,0.010244980852482394,0.010244980852482394,1.9894888489435094
GO:0070936,95,0.8352883934124348,0.020380009303016325,2.525173001813429e-4,0.7343747440206305,protein K48-linked ubiquitination,BP,0.010588006095322974,0.8986560582754656,0.010588006095322974,1.975185817355165
GO:0006641,29,-0.8760129539592805,0.10391254391492433,2.516277304700988e-4,0.18418253692065698,triglyceride metabolic process,BP,0.010588006095322974,0.48640471076284,0.010588006095322974,1.975185817355165
GO:0050830,52,-0.5868140566607806,-0.0788857690287971,2.7659169334602656e-4,0.05791750890116363,defense response to Gram-positive bacterium,BP,0.011397485294775921,0.25921881324678103,0.011397485294775921,1.9431909594595638
GO:0045050,11,-0.06924534509934994,-0.13543052177230114,0.6058697962511785,3.5839258438240664e-4,protein insertion into ER membrane by stop-transfer membrane-anchor sequence,BP,0.819484331092426,0.012236546809627885,0.012236546809627885,1.9123411241115207
GO:0021983,14,0.8161227305189057,0.1603736806058193,0.1450072693664392,3.6636457106057664e-4,pituitary gland development,BP,0.4252360414549567,0.012332553870912368,0.012332553870912368,1.9089469787817848
GO:0042776,51,0.8063450235544818,-0.047294003242808566,0.0360614136240615,3.7301424302500487e-4,proton motive force-driven mitochondrial ATP synthesis,BP,0.21614529268392493,0.012382000567080022,0.012382000567080022,1.9072091804329734
GO:0030335,214,0.02671423126979584,0.058712644917862315,0.026568638272183212,4.064730775602324e-4,positive regulation of cell migration,BP,0.1819874466037068,0.013307817196835006,0.013307817196835006,1.8758931734592943
GO:0000070,32,0.5509999798201903,-0.09601499477952923,0.3362983872106007,4.127481315140103e-4,mitotic sister chromatid segregation,BP,0.6373934539518918,0.013330649112411955,0.013330649112411955,1.8751487028685805
GO:0007166,103,-0.2095055709102103,0.06350459249046092,3.3988943118844e-4,0.004235550742556965,cell surface receptor signaling pathway,BP,0.013768402382040195,0.05798781044385849,0.013768402382040195,1.861116450223634
GO:0007169,73,0.04857506105440947,0.09191524176684886,0.08529082410133329,4.395718604176873e-4,cell surface receptor protein tyrosine kinase signaling pathway,BP,0.3293135211666988,0.01389418195773764,0.01389418195773764,1.8571670179185549
GO:0048771,18,-0.6851799374958263,0.15324551605325845,0.032664549711374266,4.4182335932554836e-4,tissue remodeling,BP,0.20383361308142164,0.01389418195773764,0.01389418195773764,1.8571670179185549
GO:0003007,58,0.381582687951202,0.10544245274534914,0.8332196977054516,4.6226942663664004e-4,heart morphogenesis,BP,0.9521961649607386,0.01403733405532325,0.01403733405532325,1.8527153647845125
GO:0032331,17,-0.4553306836156811,0.17080625595021193,0.098241954000413,4.6399556082449235e-4,negative regulation of chondrocyte differentiation,BP,0.35300329743007025,0.01403733405532325,0.01403733405532325,1.8527153647845125
GO:0051496,49,0.02450740567554395,0.10512863521788954,0.5268455307024089,4.539629841069883e-4,positive regulation of stress fiber assembly,BP,0.7725446855807673,0.01403733405532325,0.01403733405532325,1.8527153647845125
GO:0043931,12,0.36647681182880915,0.19935723996064095,0.8648434842364314,4.7189728323123316e-4,ossification involved in bone maturation,BP,0.966100432844153,0.01409793133653309,0.01409793133653309,1.8508446089786281
GO:0019934,15,-1.0300369802724014,-0.011282240003474393,3.541888853726774e-4,0.2220553239336998,cGMP-mediated signaling,BP,0.014108523934011652,0.5265002224221652,0.014108523934011652,1.8505184207492957
GO:0045739,41,1.2460712816193336,0.004611536995352168,3.622185031037452e-4,0.29138346374006674,positive regulation of DNA repair,BP,0.01419183971176969,0.5936969124797609,0.01419183971176969,1.8479613025776709
GO:0030324,99,0.09075072831215993,0.07225123379449291,0.4564138376486991,4.995078518666778e-4,lung development,BP,0.7316090355334612,0.014738565011868644,0.014738565011868644,1.8315447985505544
GO:0015909,14,-1.264897043142756,-0.02261628927209165,3.82826112544624e-4,0.24405366468628945,long-chain fatty acid transport,BP,0.01475732917712341,0.5465952625804756,0.01475732917712341,1.8309922352361636
GO:0061036,14,-1.433176425711144,0.12119444057215135,3.9490663632922547e-4,0.003188642152094217,positive regulation of cartilage development,BP,0.014772330836408226,0.047042313231513457,0.014772330836408226,1.8305509745914905
GO:0000462,23,1.6013511311033708,0.012144611989632575,3.955770600544462e-4,0.47937878747796964,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.014772330836408226,0.7442530375606221,0.014772330836408226,1.8305509745914905
GO:0001974,38,-0.20378769858891488,0.12848694240504419,0.13235029039654742,5.239364730578029e-4,blood vessel remodeling,BP,0.40243917817779684,0.015270831348879865,0.015270831348879865,1.8161373191712777
GO:0035264,125,0.7852746697595755,0.027419009892820995,4.3945099420270587e-4,0.3687939831469431,multicellular organism growth,BP,0.01591345266885556,0.6652208450725993,0.01591345266885556,1.7982355832476402
GO:0045595,34,0.5850515855956966,0.12419910409754352,0.18774083158030497,5.658927290800866e-4,regulation of cell differentiation,BP,0.48143839858039583,0.01629498340363141,0.01629498340363141,1.7879460775256226
GO:0050679,57,0.07691007263427468,0.10257564739515902,0.5959969449194197,5.872222077875532e-4,positive regulation of epithelial cell proliferation,BP,0.813587843550297,0.01670786995966967,0.01670786995966967,1.7770789135851346
GO:0045777,15,-1.2599197975737246,0.07103252197598593,4.785727649123916e-4,0.15894547015041433,positive regulation of blood pressure,BP,0.017071476240904715,0.4458681615721717,0.017071476240904715,1.7677289220277508
GO:0032722,26,-0.769584404495288,0.1938412702588794,4.967653049522721e-4,0.2574862201837703,positive regulation of chemokine production,BP,0.017428463101994675,0.5569158970490597,0.017428463101994675,1.7587409086875834
GO:0141005,11,1.8554671378309993,-0.017303073250907783,5.031648343253693e-4,0.3084624263046858,transposable element silencing by heterochromatin formation,BP,0.017428463101994675,0.6111859233467271,0.017428463101994675,1.7587409086875834
GO:0043433,10,-0.08489015998335256,0.2518421837056697,0.4538681893849177,6.422746264863672e-4,negative regulation of DNA-binding transcription factor activity,BP,0.7304679950370055,0.017849259968632764,0.017849259968632764,1.7483797850532776
GO:0000165,93,0.4858631081583966,0.0823206826104555,0.24812472056778143,6.504900760111911e-4,MAPK cascade,BP,0.5537050253566738,0.017869784846744216,0.017869784846744216,1.7478806763938666
