ontology,metric,direction,rank,GO,TERM,n_genes,effect,fdr,neglog10_fdr
ALL,CLIP enrichment,Positive,4,GO:0002181,cytoplasmic translation,109,2.5104192121441264,9.564106830388931e-18,17.019355581490885
ALL,CLIP enrichment,Positive,5,GO:0003735,structural constituent of ribosome,145,2.035384859392986,6.910698554289542e-15,14.160478050608502
ALL,CLIP enrichment,Positive,6,GO:0003676,nucleic acid binding,488,0.8572558264585334,1.6214692289694285e-14,13.79009128862874
ALL,CLIP enrichment,Positive,7,GO:0006325,chromatin organization,356,1.0148697894128695,3.5027041771087534e-14,13.45559653972322
ALL,CLIP enrichment,Positive,8,GO:0006281,DNA repair,372,0.970914003189681,5.91579335975943e-14,13.227987004432341
ALL,CLIP enrichment,Positive,9,GO:0140236,translation at presynapse,41,3.7486642091684854,7.805217387240463e-14,13.107614996667646
ALL,CLIP enrichment,Positive,10,GO:0140242,translation at postsynapse,42,3.684827652625573,7.805217387240463e-14,13.107614996667646
ALL,CLIP enrichment,Positive,11,GO:0005840,ribosome,181,1.6771129240132028,1.5926210508103809e-12,11.79788754819135
ALL,CLIP enrichment,Positive,12,GO:0006338,chromatin remodeling,268,1.016134305462761,3.8273697656798094e-12,11.41709957816305
ALL,CLIP enrichment,Positive,13,GO:0022625,cytosolic large ribosomal subunit,48,3.2265214884764672,4.5441496364977636e-11,10.342547375968852
ALL,CLIP enrichment,Positive,14,GO:0014069,postsynaptic density,287,1.083101750050733,5.970246753011706e-11,10.22400771891137
ALL,CLIP enrichment,Positive,15,GO:0003682,chromatin binding,451,0.8081470042449994,9.588824932548476e-11,10.018234610407838
ALL,Expression change (KO),Negative,1,GO:0051321,meiotic cell cycle,130,-0.19679247386592844,2.2278779912908948e-17,16.65210859678377
ALL,Expression change (KO),Negative,2,GO:0007283,spermatogenesis,382,-0.07019515839623483,8.207396575591901e-15,14.085794581267857
ALL,Expression change (KO),Negative,3,GO:0007129,homologous chromosome pairing at meiosis,30,-0.38774369170004386,3.7785166222993055e-10,9.422678662911077
ALL,Expression change (KO),Negative,4,GO:0000795,synaptonemal complex,38,-0.24507384094585005,1.766022744550161e-8,7.75300370745776
ALL,Expression change (KO),Negative,5,GO:0005840,ribosome,181,-0.057134269939245703,1.2993407973265308e-07,6.8862769251496445
ALL,Expression change (KO),Negative,6,GO:0003735,structural constituent of ribosome,145,-0.06874905404016564,6.432824961606279e-7,6.191598265674518
ALL,Expression change (KO),Negative,7,GO:0007286,spermatid development,99,-0.09954221205696372,1.2228063655929587e-6,5.912642309122674
ALL,Expression change (KO),Negative,8,GO:0007131,reciprocal meiotic recombination,25,-0.2733047570932749,3.3936761484454687e-6,5.469329603872704
ALL,Expression change (KO),Negative,9,GO:1990918,double-strand break repair involved in meiotic recombination,12,-0.4766478851366329,7.583698365910709e-6,5.120118948959238
ALL,Expression change (KO),Negative,10,GO:0007140,male meiotic nuclear division,33,-0.21306849304767897,2.9883408205751965e-5,4.524569872701967
ALL,Expression change (KO),Negative,11,GO:0140236,translation at presynapse,41,-0.18200929254082765,3.29039232738731e-5,4.482752316195587
ALL,Expression change (KO),Negative,12,GO:0140242,translation at postsynapse,42,-0.17740815057002843,3.721914455137483e-5,4.429233612959333
ALL,Expression change (KO),Negative,13,GO:0006412,translation,257,-0.03015702803643047,6.047455426829982e-5,4.218427323950476
ALL,Expression change (KO),Negative,14,GO:0007141,male meiosis I,27,-0.2612771593960498,7.310758362413154e-5,4.1360375703022685
ALL,Expression change (KO),Negative,15,GO:0006281,DNA repair,372,-0.01408185933451601,1.3595207636225664e-4,3.866614155154198
ALL,Expression change (KO),Positive,1,GO:0031012,extracellular matrix,278,0.10751933524593918,3.8910258484185146e-14,13.409935884131174
ALL,Expression change (KO),Positive,2,GO:0005604,basement membrane,88,0.13850058468831747,1.1186662815959229e-8,7.951299452057155
ALL,Expression change (KO),Positive,3,GO:0098609,cell-cell adhesion,135,0.10307629977890892,2.4251609325291577e-7,6.6152594365296284
ALL,Expression change (KO),Positive,4,GO:0007155,cell adhesion,332,0.07554241018007488,3.267740789097222e-7,6.485752400832867
ALL,Expression change (KO),Positive,5,GO:0001649,osteoblast differentiation,74,0.14444635662871153,1.066367304444025e-6,5.972093179157985
ALL,Expression change (KO),Positive,6,GO:0001568,blood vessel development,70,0.14215441851933402,5.8885909367304134e-6,5.229988613805843
ALL,Expression change (KO),Positive,7,GO:0005912,adherens junction,137,0.09741012645264284,6.236778360535301e-6,5.2050396894115645
ALL,Expression change (KO),Positive,8,GO:0030020,extracellular matrix structural constituent conferring tensile strength,32,0.18047260933062256,7.605015432737431e-6,5.118899900303171
ALL,Expression change (KO),Positive,9,GO:0005201,extracellular matrix structural constituent,70,0.12093510122431785,8.119140688767918e-6,5.090489933058657
ALL,Expression change (KO),Positive,10,GO:0005925,focal adhesion,167,0.08227939159332245,3.29039232738731e-5,4.482752316195587
ALL,Expression change (KO),Positive,11,GO:0071526,semaphorin-plexin signaling pathway,37,0.14552040579792483,3.8985105975416465e-5,4.409101280874471
ALL,Expression change (KO),Positive,12,GO:0070161,anchoring junction,306,0.06497688817841944,8.783346577480556e-5,4.056339980310863
ALL,Expression change (KO),Positive,13,GO:0009986,cell surface,444,0.05632400411085721,9.58589782789464e-5,4.018367204284147
ALL,Expression change (KO),Positive,14,GO:0050919,negative chemotaxis,33,0.14719862003741208,1.2444779435279887e-4,3.9050127961939745
ALL,Expression change (KO),Positive,15,GO:0010628,positive regulation of gene expression,379,0.05953551557109426,1.3687306846003837e-4,3.8636819964957394
