GO,n_genes,mean_clip_enrichment,mean_ribo_density_change,clip_p,ribo_p,TERM,ontology,clip_fdr,ribo_fdr,combined_fdr,neglog10_fdr
GO:0031293,11,0.6834399826279445,0.5808194943042819,0.0011809580758632065,7.782551398394175e-5,membrane protein intracellular domain proteolysis,BP,0.019724512543672707,0.0014595649083644895,0.0014595649083644895,2.835776586720699
GO:0007399,334,-0.260164113445636,-0.14818200279492671,2.5421615503492547e-5,0.6049423311955436,nervous system development,BP,0.001460192792944511,0.7831991148793321,0.001460192792944511,2.835589799431838
GO:0032259,152,-0.8139840462811285,-0.36016567818546585,0.005064095764364606,8.164951466409986e-5,methylation,BP,0.057315038954785555,0.0015022234924527748,0.0015022234924527748,2.8232654506084875
GO:2000045,58,-0.8549374394763771,-0.4869282835183282,0.021495404372036536,8.134186499297688e-5,regulation of G1/S transition of mitotic cell cycle,BP,0.1456853488373,0.0015022234924527748,0.0015022234924527748,2.8232654506084875
GO:0060078,22,-0.12940440436910453,0.35259469778571195,0.050037729030595834,8.424553239130876e-5,regulation of postsynaptic membrane potential,BP,0.23105657228833956,0.0015261402213964013,0.0015261402213964013,2.816405561675373
GO:0015804,16,0.27961319747059515,0.4499464153056144,0.0032837427740295797,8.411944479043343e-5,neutral amino acid transport,BP,0.04225800127234787,0.0015261402213964013,0.0015261402213964013,2.816405561675373
GO:0042552,60,0.0653220469678635,0.12959213339995973,3.8848956096559615e-5,8.567028538020402e-5,myelination,BP,0.0019517625908565975,0.001528435773260458,0.001528435773260458,2.8157528061394763
GO:0008652,24,-1.4498432846656373,-0.6329473736598095,5.7695629001541074e-5,8.559278932592896e-5,amino acid biosynthetic process,BP,0.00254834293319062,0.001528435773260458,0.001528435773260458,2.8157528061394763
GO:0007613,80,0.040165516941958086,-0.03364195195314818,2.8009842316322386e-5,0.024194540140314025,memory,BP,0.0015406349318365354,0.10247867271661786,0.0015406349318365354,2.812300259316656
GO:0030166,17,0.7805613215335381,0.2989527813587884,3.0254103938893667e-5,6.151352481981495e-4,proteoglycan biosynthetic process,BP,0.0015832981061354354,0.006691046171377864,0.0015832981061354354,2.800437307714493
GO:0006509,20,0.4437442551581539,0.32984433219026316,4.197282081282955e-4,9.31235031734114e-5,membrane protein ectodomain proteolysis,BP,0.0095966983508945225,0.0016489161652134122,0.0016489161652134122,2.7828014243498718
GO:0016024,13,-0.15650711063165368,0.43713429637439294,0.24545927455155025,1.0020714606138656e-4,CDP-diacylglycerol biosynthetic process,BP,0.5365563240503466,0.0017611032013027266,0.0017611032013027266,2.7542151934688124
GO:0070374,126,-0.18363857763741898,0.010387867736775245,8.105567864555938e-4,1.0140012667736059e-4,positive regulation of ERK1 and ERK2 cascade,BP,0.015030403402385225,0.0017688688764828458,0.0017688688764828458,2.752304359476124
GO:0006334,61,0.1245660082351376,-0.4633214360615321,0.06706414199631394,1.0379657655355652e-4,nucleosome assembly,BP,0.271367791067559,0.001794367706752603,0.001794367706752603,2.746088555355399
GO:0006164,21,-1.0387867230196925,-0.6809635953095764,0.031086408910556234,1.0701593926024145e-4,purine nucleotide biosynthetic process,BP,0.17555993521429242,0.0018221133054339127,0.0018221133054339127,2.7394246205602077
GO:0006406,47,-0.42516872169361,-0.503852401378998,0.8513724583091268,1.0754723968378509e-4,mRNA export from nucleus,BP,0.9418867270087434,0.0018221133054339127,0.0018221133054339127,2.7394246205602077
GO:0006882,26,-0.165401437917061,0.23446760096716213,0.13396928858622925,1.1013681164035477e-4,intracellular zinc ion homeostasis,BP,0.39241004306041033,0.0018526585100931108,0.0018526585100931108,2.7322046243128635
GO:0006298,21,-0.7033113940560918,-0.67022031426107,0.4197738978938743,1.1106752430532391e-4,mismatch repair,BP,0.7117116843341066,0.0018550639697804102,0.0018550639697804102,2.7316411096372777
GO:0050901,11,0.7505248664582336,0.5354820160572039,7.207104902424722e-4,1.1687800457217001e-4,leukocyte tethering or rolling,BP,0.014262800037991782,0.0019383640899116926,0.0019383640899116926,2.712564644525553
GO:0045669,54,0.1523794976635439,0.08381287808062896,3.895237442473889e-5,9.904244227977696e-4,positive regulation of osteoblast differentiation,BP,0.0019517625908565975,0.00952020210485203,0.0019517625908565975,2.7095730103124973
GO:0007157,25,0.2547763981877451,0.2089818537633595,9.334944644537042e-4,1.2702256439989451e-4,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,BP,0.016529168900665213,0.0020918750990332282,0.0020918750990332282,2.679464249737845
GO:0006813,71,-0.16495829171503545,0.08719160909036326,0.012296821366327829,1.283809325916238e-4,potassium ion transport,BP,0.1053055066098256,0.0020995631684255145,0.0020995631684255145,2.6778710544454576
GO:0035023,25,-0.9958758218374488,-0.5934892816946562,0.025987193420888757,1.3024280645705332e-4,regulation of Rho protein signal transduction,BP,0.16190433996347361,0.0021153228221128316,0.0021153228221128316,2.6746233449964305
GO:0032981,38,-0.7407340642794615,0.17500050701400421,0.9852036914927899,1.3517934565975912e-4,mitochondrial respiratory chain complex I assembly,BP,0.9956764294945769,0.0021695191937026845,0.0021695191937026845,2.6636365033212224
GO:0006275,43,-0.5917623954827317,-0.5038603260221476,0.7937395593036226,1.3542221718653702e-4,regulation of DNA replication,BP,0.9190052419665837,0.0021695191937026845,0.0021695191937026845,2.6636365033212224
GO:0043488,37,-0.5246929402371189,-0.4947941218323868,0.7187403186800925,1.3651737330499367e-4,regulation of mRNA stability,BP,0.8843434955546592,0.002172286581981487,0.002172286581981487,2.6630828803893754
GO:0140242,49,-1.3110612955802352,-0.22592860326010594,4.586332256906736e-5,0.5395106635105869,translation at postsynapse,BP,0.0022006626693812275,0.739562846290312,0.0022006626693812275,2.657446523577499
GO:0010976,136,-0.09326553469920278,-0.10574015119066738,4.6723198925291454e-5,0.1607097489724101,positive regulation of neuron projection development,BP,0.0022006626693812275,0.3604490084095484,0.0022006626693812275,2.657446523577499
GO:0042273,38,-0.95383570552761,-0.522320237854569,0.02678988198882199,1.4298028481340966e-4,ribosomal large subunit biogenesis,BP,0.16429732313457238,0.002259856179433421,0.002259856179433421,2.645919199111867
GO:0043484,73,-0.6693385772010606,-0.4326955404104355,0.4690598667607419,1.4687024624089674e-4,regulation of RNA splicing,BP,0.7463756663659102,0.0023058628659820787,0.0023058628659820787,2.6371665245860725
GO:0010508,82,-0.661424304625379,-0.40857703084121666,0.407107312569094,1.5254537175277204e-4,positive regulation of autophagy,BP,0.6970034371115182,0.002363449674195909,0.002363449674195909,2.6264536408549146
GO:0001732,14,-1.1524163660264508,-0.7221238505162461,0.036706892235527595,1.5217953924127184e-4,formation of cytoplasmic translation initiation complex,BP,0.1941217197860954,0.002363449674195909,0.002363449674195909,2.6264536408549146
GO:0006816,91,-0.10364149338482692,0.049978814611690035,4.4250958845223925e-4,1.5994295398702845e-4,calcium ion transport,BP,0.009831227177405881,0.0024618670368591633,0.0024618670368591633,2.608735406610923
GO:0090307,43,-0.638411289608176,-0.5283800693457211,0.7567878373146297,1.613728016369953e-4,mitotic spindle assembly,BP,0.9028547907173015,0.0024677464146436617,0.0024677464146436617,2.6076994704002487
GO:0061158,16,-0.4897473792439366,-0.7370323285855422,0.7081236899806064,1.6479713097746518e-4,3'-UTR-mediated mRNA destabilization,BP,0.8821739385661939,0.0025038531835608418,0.0025038531835608418,2.601391140093681
GO:0016579,72,-0.6110988430612878,-0.4204422525175698,0.8146221942879042,1.6784011867415448e-4,protein deubiquitination,BP,0.9289584379594827,0.002533740253061755,0.002533740253061755,2.5962379089648007
GO:0140236,48,-1.3150608108352813,-0.20557817677604315,5.84333411432244e-5,0.6986817396228358,translation at presynapse,BP,0.00254834293319062,0.849894368187902,0.00254834293319062,2.5937421289384157
GO:0055074,24,0.2702034994978436,0.2789890642540968,0.0011044781634353532,1.7978050392721941e-4,calcium ion homeostasis,BP,0.018712561689857965,0.0026796397895481124,0.0026796397895481124,2.571923582062873
GO:0001942,32,0.3247534624553159,0.05094081372342483,6.367265859796675e-5,0.017621298018687614,hair follicle development,BP,0.0027263474726947584,0.08332963219680589,0.0027263474726947584,2.564418794188398
GO:0006303,38,-1.1004310626125848,-0.5279670102207463,0.003963241875801169,2.0352722782113886e-4,double-strand break repair via nonhomologous end joining,BP,0.04835976485757385,0.0029956663844923877,0.0029956663844923877,2.523506553937024
GO:0032206,28,-1.0529436755538208,-0.560061863246359,0.01725245032383559,2.0720937793303055e-4,positive regulation of telomere maintenance,BP,0.12670859076513255,0.00301221040143387,0.00301221040143387,2.52111469615316
GO:0034063,30,-0.5259574570958633,-0.5244017736811155,0.7742181535863275,2.060802646456347e-4,stress granule assembly,BP,0.9116418758479007,0.00301221040143387,0.00301221040143387,2.52111469615316
GO:0044027,18,-0.6630165449402524,-0.7005885171728605,0.6775503090094058,2.0968952424067896e-4,negative regulation of gene expression via chromosomal CpG island methylation,BP,0.8664554203899798,0.003029563371698153,0.003029563371698153,2.518619958602023
GO:0150076,10,0.23068947615170304,0.5504457834094583,0.028203313725517144,2.113580881403562e-4,neuroinflammatory response,BP,0.16884973842793805,0.0030350505949423103,0.0030350505949423103,2.517834064746513
GO:0016485,74,-0.19737093578334208,0.10990093550027207,0.02314425061891336,2.1795392576331942e-4,protein processing,BP,0.15224779387581275,0.0031107969404401046,0.0031107969404401046,2.5071283368580453
GO:0019827,53,-0.5595955912362831,-0.44209174378150123,0.7614306536206736,2.2381561622977674e-4,stem cell population maintenance,BP,0.9047271388883382,0.0031752155194043627,0.0031752155194043627,2.4982267914077694
GO:0071679,11,0.9643420277530083,0.4249972022662296,7.957683330288558e-5,2.6016689843912083e-4,commissural neuron axon guidance,BP,0.0031763295326829757,0.003552044640210929,0.0031763295326829757,2.4980744474282615
GO:0045739,45,-0.6027442795021892,-0.4895546453900545,0.6775879507420122,2.2537383521613704e-4,positive regulation of DNA repair,BP,0.8664554203899798,0.0031781759397245674,0.0031781759397245674,2.4978220644802698
GO:0006270,24,-0.816420338725966,-0.6444891316759284,0.09116562267552589,2.2812284681023132e-4,DNA replication initiation,BP,0.3141253193083107,0.003197793477607707,0.003197793477607707,2.4951495876290477
GO:0010467,234,-0.2653332881005359,-0.08831584803942966,8.658338576964498e-5,0.015472764027399572,gene expression,BP,0.0033983978914585654,0.07595170120507384,0.0033983978914585654,2.4687257743932696
GO:0046513,26,0.11806821188777875,0.2204736376265706,0.009669759498608991,2.43941865014879e-4,ceramide biosynthetic process,BP,0.08876044712055851,0.0033993082373375153,0.0033993082373375153,2.468609453332393
GO:0048025,23,-0.8193330884038202,-0.6059004425822475,0.2598422583257067,2.498544945861697e-4,"negative regulation of mRNA splicing, via spliceosome",BP,0.5548082463400275,0.0034612196161789978,0.0034612196161789978,2.4607708436215856
GO:1902570,12,-0.5992921226484152,-0.7522390583861809,0.9472737499608088,2.550516794652357e-4,protein localization to nucleolus,BP,0.9782691070486976,0.003512553831231755,0.003512553831231755,2.4543770113067183
GO:0006096,38,-1.473937650732133,-0.45465062185194033,9.444211540819272e-5,0.0065537574268036474,glycolytic process,BP,0.003530336218830061,0.041601344312998896,0.003530336218830061,2.45218393171438
GO:0060441,16,0.6134235487885716,0.11121352572093848,9.147303797063701e-5,0.05411454848053471,epithelial tube branching involved in lung morphogenesis,BP,0.003530336218830061,0.17734589882010612,0.003530336218830061,2.45218393171438
GO:0046166,11,-2.2398542272154254,-0.8538904890451345,9.395020621588456e-5,8.111549145904585e-4,glyceraldehyde-3-phosphate biosynthetic process,BP,0.003530336218830061,0.008128807761108638,0.003530336218830061,2.45218393171438
GO:0007040,64,-0.26800135095035277,0.0940536276365104,0.02373991236315971,2.6093576337855233e-4,lysosome organization,BP,0.153842770174436,0.003552044640210929,0.003552044640210929,2.4495215848766985
GO:1905168,45,-0.9144475553353039,-0.5088234495925441,0.015545306334550682,2.629933500662026e-4,positive regulation of double-strand break repair via homologous recombination,BP,0.12203065472622285,0.0035594789621029143,0.0035594789621029143,2.44861356956772
GO:0007029,33,0.22950395266843912,0.15430334027435572,5.837254466915172e-4,2.7780037385997616e-4,endoplasmic reticulum organization,BP,0.012165251566004629,0.0036961575166115468,0.0036961575166115468,2.4322495290272768
GO:0000462,23,-0.7864046345875704,-0.638757720879333,0.30409203503010973,2.765577578996407e-4,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.599277608783187,0.0036961575166115468,0.0036961575166115468,2.4322495290272768
GO:0008202,72,-0.016663377362811142,0.08344698774872365,2.1154004132410497e-4,2.8984769091463207e-4,steroid metabolic process,BP,0.005930676158550799,0.0038347826522694296,0.0038347826522694296,2.416259245950982
GO:0000731,12,-0.7392325587706193,-0.790214226606178,0.6449775108334752,2.942181213340761e-4,DNA synthesis involved in DNA repair,BP,0.8503976904244218,0.0038708585236969227,0.0038708585236969227,2.412192701453084
GO:0043161,281,-0.6507105561497782,-0.29696513135580344,0.13877520942150226,3.007816622560464e-4,proteasome-mediated ubiquitin-dependent protein catabolic process,BP,0.40130310169346745,0.003935226747849941,0.003935226747849941,2.4050302385265474
GO:0050900,16,0.19203612352436153,0.3524628294475482,0.0035248892365252636,3.053720918565407e-4,leukocyte migration,BP,0.04447206791239193,0.003973211471393113,0.003973211471393113,2.40085831931036
GO:0007080,43,-0.7062819716107287,-0.4781313478141661,0.23291923784377921,3.081367524623015e-4,mitotic metaphase chromosome alignment,BP,0.5207602557062658,0.0039871541321358245,0.0039871541321358245,2.3993369754130445
GO:0048813,40,0.22096963786604049,-0.03630621886067027,1.111356253974637e-4,0.1634495871109589,dendrite morphogenesis,BP,0.004020296504819743,0.36484018937758733,0.004020296504819743,2.395741915657217
GO:0050650,18,0.6324710328485442,0.2769979310740527,1.1201232146437183e-4,0.007117847654925919,chondroitin sulfate proteoglycan biosynthetic process,BP,0.004020296504819743,0.04430538088062686,0.004020296504819743,2.395741915657217
GO:0048514,29,0.27467143953075607,0.06198851585086513,1.1267073007138134e-4,0.020846719969406253,blood vessel morphogenesis,BP,0.004020296504819743,0.09193637739316803,0.004020296504819743,2.395741915657217
GO:0007611,53,0.10608738356207842,0.08537429954578836,1.1875962729069532e-4,5.137740653103363e-4,learning or memory,BP,0.004112925327493934,0.00587348506701865,0.004112925327493934,2.385849175283367
GO:0140694,20,-0.721225597191417,-0.6313289884928192,0.4920638912216729,3.2155459148590755e-4,membraneless organelle assembly,BP,0.7598757139849439,0.004138038595351433,0.004138038595351433,2.383205463000882
GO:0006986,55,0.0911004120033173,0.06334361494906629,1.2414107940241002e-4,0.0061345117406902475,response to unfolded protein,BP,0.004236989014386603,0.0395802058885631,0.004236989014386603,2.372942662030982
GO:0001510,16,-0.8480405456411635,-0.6892260792836055,0.41172336824705175,3.312594619187594e-4,RNA methylation,BP,0.7026251719435701,0.0042397610479276,0.0042397610479276,2.372658619466421
GO:0033344,21,0.17079609506769317,0.2739008058806922,0.005467904813241971,3.3497851631263e-4,cholesterol efflux,BP,0.05961535108881872,0.004264185977925642,0.004264185977925642,2.3701638622775665
GO:0048286,42,0.14665209370693305,0.12371259636552459,1.289308986108656e-4,5.321098284590727e-4,lung alveolus development,BP,0.00427651079195195,0.006024608875101521,0.00427651079195195,2.3689104276733794
GO:0000463,17,-1.24581302775042,-0.654184214891696,0.0543267923243843,3.3904758184457267e-4,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.2441595342059638,0.004292779866903057,0.004292779866903057,2.367261381504369
GO:0007596,42,-0.05727770918761329,0.1600269209060238,0.029898329465425023,3.4501054476189134e-4,blood coagulation,BP,0.17215297283881645,0.004344918892589594,0.004344918892589594,2.3620183261956482
GO:0006368,43,-0.8714221009863093,-0.5413863202362711,0.04107787449638806,3.598732842452529e-4,transcription elongation by RNA polymerase II,BP,0.20714859622910897,0.0044868401566428365,0.0044868401566428365,2.348059401900956
GO:2000737,19,-0.678020124772148,-0.6080156835158615,0.44778677327684263,3.600903565203805e-4,negative regulation of stem cell differentiation,BP,0.730795461584868,0.0044868401566428365,0.0044868401566428365,2.348059401900956
GO:0045047,16,0.4105730212676808,0.3426380252866316,7.614267265451679e-4,3.7425208455472276e-4,protein targeting to ER,BP,0.014578536105803824,0.004638756100665117,0.004638756100665117,2.333598461479926
GO:0072344,37,-1.0063127937623508,-0.4828277507185349,0.010736430680130511,3.797163035212346e-4,rescue of stalled ribosome,BP,0.09580881308338142,0.00467126541618405,0.00467126541618405,2.330565455874419
GO:0030520,14,-0.9943951695616476,-0.7331402519683488,0.15047755179333772,3.8084202119207544e-4,estrogen receptor signaling pathway,BP,0.4127085949277763,0.00467126541618405,0.00467126541618405,2.330565455874419
GO:0000184,37,-0.7375318713977327,-0.5237283458017816,0.3455508322296342,3.876171710349469e-4,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,0.6347677144311923,0.004705352772099484,0.004705352772099484,2.327407810869482
GO:0010811,27,0.17489636610666723,0.22566003320645364,0.0014643326372524679,3.862045043817103e-4,positive regulation of cell-substrate adhesion,BP,0.023598954549420126,0.004705352772099484,0.004705352772099484,2.327407810869482
GO:0015914,38,0.16851455872433693,0.09787721419266922,1.487875075916301e-4,0.0026323709579737604,phospholipid transport,BP,0.0047999257586066974,0.02108582859193267,0.0047999257586066974,2.318765479890411
GO:1990573,22,0.23209531666063044,0.23864740334801218,0.007706492024762155,4.031263173786951e-4,potassium ion import across plasma membrane,BP,0.07690164711150371,0.004868525525265779,0.004868525525265779,2.312602548682631
GO:0030301,17,0.4448813949182962,0.16404951584231986,1.5572094508936187e-4,0.008294693408448192,cholesterol transport,BP,0.00487177999101973,0.04835149251706805,0.00487177999101973,2.312312332617289
GO:0042632,66,0.025810391918717413,0.008178822231428413,1.533972128059354e-4,0.008262726293792152,cholesterol homeostasis,BP,0.00487177999101973,0.048284666059256874,0.00487177999101973,2.312312332617289
GO:0035988,13,0.6653762443503499,0.19867207192303657,1.59289621787057e-4,0.015480601519505498,chondrocyte proliferation,BP,0.00487177999101973,0.07595170120507384,0.00487177999101973,2.312312332617289
GO:0010628,356,-0.32602995036472726,-0.23992686385279285,1.6562463607921785e-4,0.01714624408417169,positive regulation of gene expression,BP,0.005000589973930231,0.08141009035932324,0.005000589973930231,2.300978754202561
GO:0001501,78,-0.010337964880133034,9.068625387504268e-4,1.7255226571856198e-4,0.005844700641723205,skeletal system development,BP,0.005079507322090168,0.03823408336460597,0.005079507322090168,2.294178409305441
GO:0000281,62,-0.5585530273040581,-0.43835722816468653,0.8593242895685953,4.258149509670443e-4,mitotic cytokinesis,BP,0.9441135555570908,0.0051162969873846395,0.0051162969873846395,2.2910442538261435
GO:0022010,12,0.03258318178561135,0.42134534469812424,0.08251957322722854,4.435183799045675e-4,central nervous system myelination,BP,0.30270030366062806,0.005301958297843942,0.005301958297843942,2.275563692500225
GO:0032924,14,0.7328052588663394,0.19453296214386734,1.859704515525792e-4,0.015933322728126573,activin receptor signaling pathway,BP,0.005340980651296634,0.0775268079023514,0.005340980651296634,2.272378995341165
GO:0051276,50,-0.5588603661288359,-0.4740671238528681,0.8136173013935643,4.592314273846581e-4,chromosome organization,BP,0.9287778695016208,0.005363423502020012,0.005363423502020012,2.270557909296725
GO:0031397,53,-0.7590287423522352,-0.4530824087632604,0.13887984198733586,4.590675756389203e-4,negative regulation of protein ubiquitination,BP,0.40130310169346745,0.005363423502020012,0.005363423502020012,2.270557909296725
GO:0007162,38,0.13269810072678592,0.14302219767186886,2.8639417684505334e-4,4.5346839711078827e-4,negative regulation of cell adhesion,BP,0.0074939809607788965,0.005363423502020012,0.005363423502020012,2.270557909296725
GO:0006465,14,0.5457835038112298,0.3486929553547923,5.961784391122441e-4,4.5137322756099704e-4,signal peptide processing,BP,0.01220869760095074,0.005363423502020012,0.005363423502020012,2.270557909296725
GO:0001974,32,0.24331500721206253,-0.1116198953854078,1.9429205176415743e-4,0.33242687807056875,blood vessel remodeling,BP,0.005512744360296274,0.5613431664673512,0.005512744360296274,2.2586321463719643
GO:0006413,65,-0.6875849577009813,-0.4262636160896212,0.1835244957171849,4.92095813248987e-4,translational initiation,BP,0.45881123929296225,0.005708796257149579,0.005708796257149579,2.2434554563758042
GO:0031053,11,-0.698125104088162,-0.7748438108415754,0.7149893757291493,5.027892374622185e-4,primary miRNA processing,BP,0.8835490864579185,0.005775944654748901,0.005775944654748901,2.23837697683944
GO:0007204,61,-0.045968711096737884,0.11993626134238344,0.001046081418220451,5.261021609646685e-4,positive regulation of cytosolic calcium ion concentration,BP,0.017981910510285855,0.00598536516459804,0.00598536516459804,2.2229093483265605
GO:0006284,37,-0.9168746534449402,-0.5065670283622615,0.03214763609829914,5.408349207796818e-4,base-excision repair,BP,0.17856164556572432,0.0060940968346227305,0.0060940968346227305,2.2150906491602464
GO:0033044,18,-0.7761282130058103,-0.6404090137813541,0.3069368533485574,5.494567638384539e-4,regulation of chromosome organization,BP,0.6015240052914067,0.006161765137331233,0.006161765137331233,2.210294859330493
GO:0007189,56,0.026019341534437045,0.10591691978631784,2.4317282454250217e-4,5.639543706347518e-4,adenylate cyclase-activating G protein-coupled receptor signaling pathway,BP,0.006658976765088287,0.006294372240970808,0.006294372240970808,2.2010475770536817
GO:0042776,60,-0.7706789430752756,0.055844322058341854,0.2682351400166781,5.727073675216285e-4,proton motive force-driven mitochondrial ATP synthesis,BP,0.5665414840711004,0.006332046246541948,0.006332046246541948,2.198455921898022
GO:0006883,16,0.11146589242104651,0.3132272525196737,0.028969964285126874,5.715118136935047e-4,intracellular sodium ion homeostasis,BP,0.16971210420764624,0.006332046246541948,0.006332046246541948,2.198455921898022
GO:0002088,25,0.30023391268001737,0.16256098781355074,2.3565902913974594e-4,0.004270690321824032,lens development in camera-type eye,BP,0.006529141336754138,0.030756806446163902,0.006529141336754138,2.1851439300924214
GO:0071773,16,0.46086887381859926,0.2956025845361086,0.0015831702548473909,6.040528314379172e-4,cellular response to BMP stimulus,BP,0.024368404903043175,0.006647403822599509,0.006647403822599509,2.177347937503952
GO:0060382,16,-0.7969824983905116,-0.6608085372288596,0.26928131976022573,6.165422586789794e-4,regulation of DNA strand elongation,BP,0.5672249624645185,0.006691046171377864,0.006691046171377864,2.1745059732732455
GO:0007193,28,-0.25794248893314486,0.19053253462949896,0.2823915546319993,6.126768764701623e-4,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP,0.5841546093673505,0.006691046171377864,0.006691046171377864,2.1745059732732455
GO:0009100,15,0.03469761171472412,0.3969570778636075,0.06141187234827945,6.207015121089068e-4,glycoprotein metabolic process,BP,0.2605855123967533,0.0067052846835618145,0.0067052846835618145,2.173582778755655
GO:0050680,60,-0.013241167410921417,-0.042965643539585235,2.4991445364636766e-4,0.06758393328425463,negative regulation of epithelial cell proliferation,BP,0.006764925728013745,0.203010411842372,0.006764925728013745,2.1697369671507425
GO:2001171,14,-1.767433534132893,-0.718526035060725,2.541794194139787e-4,0.0023185333286850603,positive regulation of ATP biosynthetic process,BP,0.006802187871817271,0.019158406979134446,0.006802187871817271,2.167351377318501
GO:0031124,28,-0.6716720681035117,-0.537290489855463,0.47007618589033623,6.35566278134294e-4,mRNA 3'-end processing,BP,0.7465590539464335,0.006834514086786586,0.006834514086786586,2.1652923570184512
GO:0031507,54,-0.2578231928130453,-0.44869086494579535,0.08162382690908718,6.491222295333633e-4,heterochromatin formation,BP,0.30034272492819897,0.006948558411595775,0.006948558411595775,2.1581052873277433
GO:0030048,16,-0.8976789150154205,-0.7172630528002708,0.14528243886644868,6.63309874868474e-4,actin filament-based movement,BP,0.4062898774504963,0.0070629164305700196,0.0070629164305700196,2.151015932352402
GO:1904507,14,-0.891049275741462,-0.6968931084233901,0.22125336010853255,6.658035870855814e-4,positive regulation of telomere maintenance in response to DNA damage,BP,0.502945620710033,0.0070629164305700196,0.0070629164305700196,2.151015932352402
GO:0007010,107,-0.4346675916759487,-0.37058581388996753,0.6192560065793766,6.803281935025143e-4,cytoskeleton organization,BP,0.8359393631631442,0.007169556483125692,0.007169556483125692,2.1445077094491833
GO:0007059,107,-0.5357896485960121,-0.37254027175953097,0.9244652162862129,6.819450752527197e-4,chromosome segregation,BP,0.9706266537467817,0.007169556483125692,0.007169556483125692,2.1445077094491833
GO:0031638,12,-0.08440708750141619,0.4155569399649959,0.08035030375223495,6.864627333883697e-4,zymogen activation,BP,0.2985488869344484,0.007184976609464936,0.007184976609464936,2.1435746413636934
GO:0030488,28,-0.8564733818820544,-0.537219151692181,0.1335868084302034,6.992162056880208e-4,tRNA methylation,BP,0.39226550355751744,0.007262980950220127,0.007262980950220127,2.1388850949305955
GO:0005975,93,-0.31200436853376756,0.03875974000687771,0.07868090003244271,7.042995514590866e-4,carbohydrate metabolic process,BP,0.29500062864569127,0.007274672998623461,0.007274672998623461,2.1381865237283355
GO:0045778,14,0.6300638619538167,-0.053557775654885884,2.8237169387145916e-4,0.4708331080211124,positive regulation of ossification,BP,0.007471745382778497,0.6895547052757303,0.007471745382778497,2.1265779361273194
GO:0006414,22,-1.3950044243926514,-0.5713591256618995,4.104689114363713e-4,7.414539400810762e-4,translational elongation,BP,0.00947700280816328,0.007581795213080777,0.007581795213080777,2.120227950195801
GO:0140861,25,-0.6826503833378549,-0.5702438936370817,0.6313288271975684,7.406152110193381e-4,DNA repair-dependent chromatin remodeling,BP,0.843323532643377,0.007581795213080777,0.007581795213080777,2.120227950195801
GO:0044790,16,-0.7918573800916184,-0.6256475327648438,0.29593221587744445,7.436920145314902e-4,suppression of viral release by host,BP,0.5921083825454333,0.007581795213080777,0.007581795213080777,2.120227950195801
GO:0002183,26,-0.9495575732610027,-0.5501800625421984,0.057541645840795456,7.546000642278994e-4,cytoplasmic translational initiation,BP,0.2532353711279228,0.007659841169209927,0.007659841169209927,2.1157802355959654
GO:0006913,65,-0.642824360625383,-0.4178829088942663,0.2940488498647048,7.701376618271544e-4,nucleocytoplasmic transport,BP,0.5907723948962856,0.00778400941460493,0.00778400941460493,2.1087966474688287
GO:0051965,45,0.055229179214053896,0.06735514897852078,3.066763322767051e-4,0.003067032451940501,positive regulation of synapse assembly,BP,0.00785024741860479,0.02343815359026516,0.00785024741860479,2.1051166552494665
GO:0051216,57,0.0019839363912619247,0.0965917515157992,4.2443922253605277e-4,8.008781861397517e-4,cartilage development,BP,0.009611099702619271,0.008060120206662885,0.008060120206662885,2.0936584811848484
GO:0048706,25,0.28092798732208535,0.16300355182351034,3.3003876186058894e-4,0.005640827756402226,embryonic skeletal system development,BP,0.008131288297414323,0.03731502630990798,0.008131288297414323,2.0898406406134415
GO:0005978,13,-0.7654652717891196,-0.6869219763733412,0.5960878940441329,8.534845668734926e-4,glycogen biosynthetic process,BP,0.8243024019224504,0.008516763368589302,0.008516763368589302,2.0697254191092482
GO:1902533,32,-0.129416391003512,0.16661059773474168,0.17458914223110197,8.659562522096135e-4,positive regulation of intracellular signal transduction,BP,0.44920760906110657,0.00860475516436135,0.00860475516436135,2.065261482370653
GO:0071711,24,0.2945884488770975,0.1496982754563068,3.7289636988486265e-4,0.005366642626463901,basement membrane organization,BP,0.00874533813148677,0.03570181747266239,0.00874533813148677,2.0582233942127566
GO:0017148,87,-0.6173796842209727,-0.37599282617264745,0.8063828056170304,8.90687328138933e-4,negative regulation of translation,BP,0.9259657807193798,0.008813313688097426,0.008813313688097426,2.0548607719651057
GO:0001825,28,-0.6477507983829377,-0.5347233369940276,0.44365899601178943,9.24448591047956e-4,blastocyst formation,BP,0.7293551943335441,0.009071151799658068,0.009071151799658068,2.0423375653680247
GO:0000245,17,-0.724859490863847,-0.6434562684738575,0.6083329077795887,9.211028566457995e-4,spliceosomal complex assembly,BP,0.8308602771887754,0.009071151799658068,0.009071151799658068,2.0423375653680247
