GO,n_genes,mean_clip_enrichment,mean_ribo_density_change,clip_p,ribo_p,TERM,ontology,clip_fdr,ribo_fdr,combined_fdr,neglog10_fdr
GO:0045177,91,0.0018281406468820436,-0.05885011754912611,3.1535002499579904e-5,0.10408118200821427,apical part of cell,CC,4.422986248018002e-4,0.17794829377672575,4.422986248018002e-4,3.3542844109399557
GO:0016605,100,-0.48371307321680934,-0.4067935678719821,0.6137223481964854,8.487871716189391e-5,PML body,CC,0.7735164158144643,5.33662738937425e-4,5.33662738937425e-4,3.2727331191727798
GO:0001725,81,-0.4957196653441225,-0.44109377680272666,0.6133955331235796,9.03552854172912e-5,stress fiber,CC,0.7735164158144643,5.616402400370259e-4,5.616402400370259e-4,3.2505417837130777
GO:0001726,101,-0.505223424261854,-0.4036181368428094,0.7351143059681795,1.1472319523903997e-4,ruffle,CC,0.8573721223125675,6.972620866194985e-4,6.972620866194985e-4,3.1566039487626547
GO:0005852,14,-1.0834975362836154,-0.7379939031501683,0.07503548056896235,1.1645317365962796e-4,eukaryotic translation initiation factor 3 complex,CC,0.2260030084664097,6.999987471628186e-4,6.999987471628186e-4,3.154902737272545
GO:0031252,71,-0.6171795615750795,-0.46228348092514876,0.38948719508916246,1.317109195670933e-4,cell leading edge,CC,0.613975491970524,7.831073152521744e-4,7.831073152521744e-4,3.1061787191319947
GO:0000794,49,-0.5436025949777349,-0.48340242751500984,0.6361324106949318,1.479971888049537e-4,condensed nuclear chromosome,CC,0.7944393348176431,8.704780889925772e-4,8.704780889925772e-4,3.0602421561369755
GO:0008250,13,0.12744067385755548,0.3947572830434189,0.030359385620224923,1.604567069475294e-4,oligosaccharyltransferase complex,CC,0.11612995758225897,9.337214755350912e-4,9.337214755350912e-4,3.0297826523325604
GO:0044322,14,0.5870778987356748,0.39157615986227856,9.517652576871103e-4,2.0506578036219358e-4,endoplasmic reticulum quality control compartment,CC,0.00867692659924749,0.0011807471774538936,0.0011807471774538936,2.9278430839199383
GO:0005925,157,-0.4991941685256555,-0.3514642269574298,0.7772972338902345,2.0874058685699446e-4,focal adhesion,CC,0.8876442316032532,0.0011893864688622498,0.0011893864688622498,2.9246770065899663
GO:0017053,54,-0.4472062126021095,-0.45349588175475136,0.4687082668706936,2.2257301626488023e-4,transcription repressor complex,CC,0.6746932157322879,0.0012551282463596856,0.0012551282463596856,2.9013118966205895
GO:0030426,158,-0.4771131048919171,-0.3644817202351332,0.4161770762330903,2.806926539809694e-4,growth cone,CC,0.6358906723449732,0.0015667232829345945,0.0015667232829345945,2.805007702514706
GO:0071005,53,-0.6464126867652848,-0.4891132458369557,0.3893397781341056,3.1345041392311226e-4,U2-type precatalytic spliceosome,CC,0.613975491970524,0.0017318926910701252,0.0017318926910701252,2.761479020586494
GO:0005759,261,-0.7779933458209266,-0.2686584770082381,1.4210069448784458e-4,0.01066908196551638,mitochondrial matrix,CC,0.0018958312167036825,0.029699810950284424,0.0018958312167036825,2.7222003299289153
GO:0005637,40,0.054318051041393006,0.14224828952231555,0.0015209880848550301,3.550187500131845e-4,nuclear inner membrane,CC,0.012799699729472331,0.0019419525625721191,0.0019419525625721191,2.711761383112252
GO:0035861,94,-0.7452531104341942,-0.3917279049241136,0.10710962503591176,3.731625684051286e-4,site of double-strand break,CC,0.28167771583963336,0.002020989355619855,0.002020989355619855,2.694435973871007
GO:0030134,34,0.08215579553706824,0.16206540619138105,0.0037165145762694555,3.97328490066379e-4,COPII-coated ER to Golgi transport vesicle,CC,0.024791871624626736,0.0020643295790861065,0.0020643295790861065,2.685220964529405
