GO,n_genes,mean_clip_enrichment,mean_ribo_density_change,clip_p,ribo_p,TERM,ontology,clip_fdr,ribo_fdr,combined_fdr,neglog10_fdr
GO:0004518,100,-0.7342369580796224,-0.39172260319411545,0.048814655150763595,1.3308922871366072e-4,nuclease activity,MF,0.19554158055779094,6.976786911473933e-4,6.976786911473933e-4,3.156344541258245
GO:0004675,12,1.1343545858084692,0.3429832869418456,2.4763448691663417e-5,0.0018244139405395195,transmembrane receptor protein serine/threonine kinase activity,MF,7.22446698787224e-4,0.006477152138105913,7.22446698787224e-4,3.1411941890925177
GO:0051539,42,-1.0771735512130949,-0.5153534296950635,0.002354140143752597,1.3894309714672246e-4,"4 iron, 4 sulfur cluster binding",MF,0.02322982406555871,7.227195208174479e-4,7.227195208174479e-4,3.141030214731551
GO:0003777,42,-0.6674108150353607,-0.5234176719474107,0.4008749562229734,1.407911983422589e-4,microtubule motor activity,MF,0.6329108132367416,7.266991852896595e-4,7.266991852896595e-4,3.138645326698722
GO:0017124,106,-0.5736934106979796,-0.39336107221753525,0.5288624252690459,1.4963798511915071e-4,SH3 domain binding,MF,0.7377685807807273,7.664663207248101e-4,7.664663207248101e-4,3.1155069237120467
GO:0098632,21,0.3507605536548037,0.28235082304520315,0.00138722237739899,1.9262389789854778e-4,cell-cell adhesion mediator activity,MF,0.016281674352506083,9.791714809842846e-4,9.791714809842846e-4,3.0091412441277656
GO:0008324,17,0.2453842119656542,0.37300277267773,0.00560939006971157,2.037629281120379e-4,monoatomic cation transmembrane transporter activity,MF,0.04376628763693562,0.0010280069531065973,0.0010280069531065973,2.9880039479033744
GO:0019899,376,-0.5853138527216962,-0.2914116416283945,0.5191054249663103,2.0895581300739077e-4,enzyme binding,MF,0.7365791264488362,0.0010398390298409963,0.0010398390298409963,2.9830338855690512
GO:0043236,21,0.20008832347905584,0.2972194443214902,0.005201942730952127,2.0920755443894855e-4,laminin binding,MF,0.04106474791139856,0.0010398390298409963,0.0010398390298409963,2.9830338855690512
GO:0015171,12,0.830137093254207,0.39328215250896975,4.247762623574888e-5,5.865601459513503e-4,amino acid transmembrane transporter activity,MF,0.0010556476742291665,0.0025229606277779233,0.0010556476742291665,2.9764810047847594
