GO,n_genes,mean_clip_enrichment,mean_expr_change,clip_p,expr_p,TERM,ontology,clip_fdr,expr_fdr,combined_fdr,neglog10_fdr
GO:0007155,355,-1.3390418265348347,-0.053682601260406235,1.539913844115966e-17,0.3993858977317758,cell adhesion,BP,3.3893503708992413e-14,0.8742716845388393,3.3893503708992413e-14,13.469883534059353
GO:0006486,143,-0.997726878097805,0.061407377770587,8.42982692989663e-12,0.25347753511281507,protein glycosylation,BP,9.27702453635124e-9,0.8263126781352352,9.27702453635124e-9,8.032591294756644
GO:0046718,72,-0.370862663655858,-0.05304763421913342,2.3543247557024604e-11,0.30645691376142886,symbiont entry into host cell,BP,1.7272895957670384e-8,0.8579237674325718,1.7272895957670384e-8,7.762634842919055
GO:0001525,183,-1.3729194414964816,-0.11077405240276555,3.143342799336624e-10,0.06458810130629603,angiogenesis,BP,1.7296243753349775e-7,0.6207073877958087,1.7296243753349775e-7,6.762048202901125
GO:0008284,301,-1.8278920529691605,-0.0648472265141,6.43707791132896e-8,0.04756424797087204,positive regulation of cell population proliferation,BP,2.8336016965670084e-5,0.5948233510448259,2.8336016965670084e-5,4.547661196128073
GO:0034976,92,-1.151149144109561,-0.06078646301209733,4.898039390444076e-7,0.25089394099976714,response to endoplasmic reticulum stress,BP,1.5916974518921136e-4,0.8263126781352352,1.5916974518921136e-4,3.798139478973149
GO:0051897,130,-1.3598898772299037,-0.06861957257882127,5.062190896521942e-7,0.3816759474424503,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,BP,1.5916974518921136e-4,0.8705375754620033,1.5916974518921136e-4,3.798139478973149
GO:0042060,48,-0.49511077952442767,-0.11823094633984861,7.20998870854999e-7,0.10842741569071186,wound healing,BP,1.983648143439816e-4,0.6631517347676139,1.983648143439816e-4,3.702535359860397
GO:0016477,231,-1.7706117156059575,0.01304057434807647,1.1810253009580373e-6,0.269182581143762,cell migration,BP,2.8882629860096e-4,0.8392809244368912,2.8882629860096e-4,3.539363265336168
GO:0006665,38,-0.5640164547798991,-0.04093318822025828,2.322012900072787e-6,0.3844027690183234,sphingolipid metabolic process,BP,5.110750393060204e-4,0.8709489885039933,5.110750393060204e-4,3.2915153292900636
GO:0006865,48,-1.9999538917936475,-0.4247557183067044,0.09286992878903265,3.227778704850195e-7,amino acid transport,BP,0.3598709740575015,7.104340929375279e-4,7.104340929375279e-4,3.1484762054229183
GO:0034975,10,1.9007539868924008,-0.021505458773102226,3.7268401214346344e-6,0.6793687765667279,protein folding in endoplasmic reticulum,BP,7.457068279343301e-4,0.96027266035688,7.457068279343301e-4,3.12743188034957
GO:0008033,99,-3.9567210612367982,0.011661190849457532,4.722638902925447e-6,0.913348508620856,tRNA processing,BP,8.66210685444909e-4,0.9932500795150384,8.66210685444909e-4,3.0623764631816353
GO:0007156,76,-1.195482694574633,0.03198849490241127,1.0483758003345133e-5,0.5953825102569406,homophilic cell adhesion via plasma membrane adhesion molecules,BP,0.0016481965260973313,0.9386894465913852,0.0016481965260973313,2.7829910055570064
GO:0009306,43,-0.7179051318231607,0.1015135814199587,1.3141091607609575e-5,0.29373603610980414,protein secretion,BP,0.0019207644731579065,0.8563086297717601,0.0019207644731579065,2.716525885673941
GO:0035987,24,0.3408118616904232,-0.00824521568374211,1.4835527507353207e-5,0.9080700640864139,endodermal cell differentiation,BP,0.0019207644731579065,0.9932500795150384,0.0019207644731579065,2.716525885673941
GO:0035633,26,0.044321135161213776,-0.09626886037550804,1.7522204049803763e-5,0.3322078525047954,maintenance of blood-brain barrier,BP,0.002142576172978782,0.8606051830288559,0.002142576172978782,2.6690637290704395
GO:0006493,45,-0.8158118623076928,0.15328260016341505,1.8512171092097085e-5,0.10348663468284902,protein O-linked glycosylation,BP,0.0021444888723002992,0.6518331848021851,0.0021444888723002992,2.668676202962383
GO:0006869,122,-1.6942104559188675,-0.05835660041403306,2.7524993636698782e-5,0.3208707215729454,lipid transport,BP,0.0028848814759225723,0.8606051830288559,0.0028848814759225723,2.5398720249381235
GO:0007229,59,-0.8905508285282158,-0.060880642535155315,2.639523379155672e-5,0.8514065766315726,integrin-mediated signaling pathway,BP,0.0028848814759225723,0.982823385607496,0.0028848814759225723,2.5398720249381235
GO:0030335,189,-1.7832955238740478,-0.047409182679549675,3.1926854099049e-5,0.5160789593757175,positive regulation of cell migration,BP,0.003194136630545766,0.913048711754029,0.003194136630545766,2.495646510669995
GO:0071711,25,-0.08366285228059486,0.10005940864056632,3.46399202571077e-5,0.20597514670034667,basement membrane organization,BP,0.003314889760256263,0.7811521126474205,0.003314889760256263,2.479530909886198
GO:0051123,43,-4.351735593556414,0.05404031599345013,4.880614051735853e-5,0.8133491737044038,RNA polymerase II preinitiation complex assembly,BP,0.004121688099486502,0.9772729862431088,0.004121688099486502,2.384924875680773
GO:0090263,88,-1.5264878094340386,0.12849546579391066,5.1588459267106294e-5,0.10175877728835542,positive regulation of canonical Wnt signaling pathway,BP,0.004121688099486502,0.647879128096901,0.004121688099486502,2.384924875680773
GO:0055085,291,-2.0472929018001462,-0.07131754695240357,4.634266743155814e-5,0.014614781589683575,transmembrane transport,BP,0.004121688099486502,0.4123991574217122,0.004121688099486502,2.384924875680773
GO:0006446,36,-1.055081709504367,0.07698642865606749,5.3990724417055845e-5,0.27141827080335945,regulation of translational initiation,BP,0.004121688099486502,0.8409453706078238,0.004121688099486502,2.384924875680773
GO:0006829,17,0.34969944388796137,0.09092461594793061,5.430665828491983e-5,0.7716209592950161,zinc ion transport,BP,0.004121688099486502,0.9693007117038349,0.004121688099486502,2.384924875680773
GO:2001046,10,1.4265791641396395,-0.07671624964137447,5.2502841325837434e-5,0.7046036413506064,positive regulation of integrin-mediated signaling pathway,BP,0.004121688099486502,0.9630281699435062,0.004121688099486502,2.384924875680773
GO:0016266,26,-0.35420608033350043,0.0019519931758780794,6.230504107059909e-5,0.5070284886788192,protein O-linked glycosylation via N-acetyl-galactosamine,BP,0.00457111317987962,0.9127171046832984,0.00457111317987962,2.339978025530039
GO:0098609,139,-1.665868723431834,-0.0300487429771702,7.131713692371478e-5,0.7799982857268085,cell-cell adhesion,BP,0.005037709836429755,0.9693007117038349,0.005037709836429755,2.297766850745509
GO:0045216,19,-0.07827236524771138,-0.015542385501644112,7.324248739925132e-5,0.7483753334019763,cell-cell junction organization,BP,0.005037709836429755,0.9693007117038349,0.005037709836429755,2.297766850745509
GO:0060261,54,-4.140813593285395,0.0569063608317613,8.014740944860952e-5,0.6380550832640235,positive regulation of transcription initiation by RNA polymerase II,BP,0.005284193789921372,0.9494949857515338,0.005284193789921372,2.277021263663448
GO:0071577,20,0.0994283636274869,0.04914641663818438,8.162770961259729e-5,0.9192082652235197,zinc ion transmembrane transport,BP,0.005284193789921372,0.9932500795150384,0.005284193789921372,2.277021263663448
GO:0030198,73,-1.301811609616608,-0.015772995008274157,1.023492117191308e-4,0.9084394458664266,extracellular matrix organization,BP,0.006436303285537339,0.9932500795150384,0.006436303285537339,2.1913634996674802
GO:0030148,34,-0.7670281543085331,0.04157805427240371,1.1034861271549091e-4,0.9302162851176402,sphingolipid biosynthetic process,BP,0.006564251259102581,0.9932500795150384,0.006564251259102581,2.182814803860054
GO:0033627,14,0.8898842036767484,0.3489448496847444,1.097589900617796e-4,0.013434553919393143,cell adhesion mediated by integrin,BP,0.006564251259102581,0.4123991574217122,0.006564251259102581,2.182814803860054
GO:1903830,13,0.28015531975230373,0.2063604219762628,1.3618675562425704e-4,0.16084411907678706,magnesium ion transmembrane transport,BP,0.007888080240236572,0.7391103684075107,0.007888080240236572,2.103028680253112
GO:0006508,330,-2.204500500925942,-0.03468810196580846,1.4593775314006416e-4,0.18446430116436546,proteolysis,BP,0.008030224866532031,0.7623232844395819,0.008030224866532031,2.095272293211148
GO:0001569,20,-0.32237947571927755,-0.006516513165647626,1.4432263305793933e-4,0.6850164977664128,branching involved in blood vessel morphogenesis,BP,0.008030224866532031,0.96027266035688,0.008030224866532031,2.095272293211148
GO:0006487,52,-1.2793446661015446,0.04188620532078677,2.0420947689639115e-4,0.7237565064455069,protein N-linked glycosylation,BP,0.010701549015451355,0.9654473155676127,0.010701549015451355,1.970553355008915
GO:0007178,18,0.24762856725881344,0.019099721987128532,2.01888811153931e-4,0.6776547626170497,cell surface receptor protein serine/threonine kinase signaling pathway,BP,0.010701549015451355,0.96027266035688,0.010701549015451355,1.970553355008915
GO:0018279,22,-0.5113937951998768,-0.21573525770992288,2.1364506260371376e-4,0.05714518986215619,protein N-linked glycosylation via asparagine,BP,0.01093564611141335,0.6207073877958087,0.01093564611141335,1.9611555524222364
GO:0015693,12,0.3296795079749851,0.12531859449546265,2.325972531153238e-4,0.3293795065035244,magnesium ion transport,BP,0.011635148956973358,0.8606051830288559,0.011635148956973358,1.9342280523619981
GO:0017121,13,0.2064188248420151,-0.06665319752974,2.5422335048793304e-4,0.6633513462870378,plasma membrane phospholipid scrambling,BP,0.012434346542754236,0.9596021538721735,0.012434346542754236,1.905377033098741
GO:0007162,34,-0.8613943883780393,-0.03395815884214396,2.706040797246847e-4,0.4291846001837328,negative regulation of cell adhesion,BP,0.012947816945087632,0.885913106536853,0.012947816945087632,1.8878034492370506
GO:0045332,19,-0.23239538273899638,0.11846527423809962,3.119724625965566e-4,0.3915233695864649,phospholipid translocation,BP,0.014268263757901996,0.8739786373831737,0.014268263757901996,1.8456288710506281
GO:0006509,19,-0.0708534794208524,0.09149313966990472,3.122916203372234e-4,0.5546687802422063,membrane protein ectodomain proteolysis,BP,0.014268263757901996,0.9255607762323823,0.014268263757901996,1.8456288710506281
GO:0061028,16,-0.3347744433850842,0.029565567613126648,3.2413138932080863e-4,0.7221696755981659,establishment of endothelial barrier,BP,0.014268263757901996,0.9654473155676127,0.014268263757901996,1.8456288710506281
GO:0006613,10,0.32050413208509704,-0.009027697958549451,3.24089023257445e-4,0.785272266833732,cotranslational protein targeting to membrane,BP,0.014268263757901996,0.9693007117038349,0.014268263757901996,1.8456288710506281
GO:0032543,92,-3.7664365821248325,-0.04194790135038899,3.8147702425993246e-4,0.24128336967668165,mitochondrial translation,BP,0.01646335157639434,0.8213294339434973,0.01646335157639434,1.7834817473155749
GO:0001649,91,-1.6035614353659515,-0.026582487321507812,3.893904859283421e-4,0.5031748267724007,osteoblast differentiation,BP,0.016481701144774635,0.9127171046832984,0.016481701144774635,1.7829979649896288
GO:0006366,179,-3.4386441494618882,-0.03570580229986466,4.0025101261678935e-4,0.3454197142469335,transcription by RNA polymerase II,BP,0.016621744882444403,0.8609864276176368,0.016621744882444403,1.7793233877095014
GO:0016567,439,-2.9661089736710284,0.11161391983297166,0.0998648573081203,2.7906250015244737e-5,protein ubiquitination,BP,0.37154222023577843,0.019076523304429674,0.019076523304429674,1.7195007725713147
GO:0071356,64,-2.584212240300037,-0.26699020661317757,0.7649826076248873,3.466882926747783e-5,cellular response to tumor necrosis factor,BP,0.8922770108014716,0.019076523304429674,0.019076523304429674,1.7195007725713147
GO:0051301,370,-2.8851952210899965,0.12990636009120776,0.38350419110022427,2.9854466124576517e-5,cell division,BP,0.6918792824685194,0.019076523304429674,0.019076523304429674,1.7195007725713147
GO:0006465,12,-0.014429880873971785,-0.023837352286291545,4.972497241326629e-4,0.8274252474308178,signal peptide processing,BP,0.020267530422518353,0.9779570896571076,0.020267530422518353,1.6931991664137114
GO:0048514,26,-0.7173539211213453,-0.19682024618161917,5.099308515043568e-4,0.18341249641251223,blood vessel morphogenesis,BP,0.020406505530201624,0.7623232844395819,0.020406505530201624,1.6902313587765707
GO:0036503,88,-1.60029036254595,0.04225293566034865,5.741768970434026e-4,0.24218210024049514,ERAD pathway,BP,0.021806903658654276,0.8213294339434973,0.021806903658654276,1.6614059951009903
GO:2000767,16,-0.7059142187163827,-0.11852818230085063,5.746480746033385e-4,0.8665287057158683,positive regulation of cytoplasmic translation,BP,0.021806903658654276,0.9897522069728772,0.021806903658654276,1.6614059951009903
