entrez,rna_control,rna_case,rna_control_cpm,clip_cpm,clip_enrichment,expr_change,symbol
54520,6.62240695349953,7.28264064911593,39.856815543517314,0,-5.352504856995432,0.11984416279060801,CCDC93
54521,9.33771129915046,5.55296711615888,56.198817055811986,130.43468729653833,1.200288855941923,-0.6576966206890864,WDR44
54522,1.50910972154928,2.84624713763279,9.08254479512676,0,-3.333787910307687,0.6162759047744307,ANKRD16
54529,13.5758008695884,16.8587202830747,81.70566908890663,32.88269427643824,-1.2874376236899951,0.293053549083189,ASNSD1
54531,11.9207085228279,8.85480498330787,71.74453096563542,0,-6.184766883178456,-0.3907859569669909,MIER2
54532,3.01577811152079,4.94832754614887,18.150396488023627,70.1497477897349,1.8934843808399575,0.566804535365643,USP53
54534,9.5991704502813,10.6649913294891,57.77240340167672,0,-5.87706699108339,0.13823387906549756,MRPL50
54535,6.30832468069886,3.38745410568646,37.9665180579649,0,-5.284163116850103,-0.7361566943711615,CCHCR1
54536,2.82443277925058,5.40425854055306,16.998788671264993,0,-4.169827910510976,0.7437857604160456,EXOC6
54537,4.17907698134134,5.72379497491848,25.151686019455788,77.82237645423716,1.5917012855097923,0.3765807311976463,SHLD2
54539,22.8958548318232,35.2011765550108,137.79821583765673,0,-7.116845212887525,0.5992762079639553,NDUFB11
54540,9.89089762229774,7.48210837868095,59.52815718813752,0,-5.919534522988069,-0.36062804320145503,FAM193B
54541,2.46478087707893,5.45649515861479,14.834231339560143,0,-3.984974929445088,0.8979871104010333,DDIT4
54542,14.4683863612255,10.6625962454099,87.07767590558225,41.651412750155096,-1.0461828722206923,-0.40743371791545535,RC3H2
54543,29.8615820958233,28.9715224613484,179.72129737540342,332.11521219202615,0.8822547054833214,-0.042219652289140285,TOMM7
54545,9.63099495366574,14.8261329661142,57.96393849912152,0,-5.881760987423812,0.5740321585902697,MTMR12
54549,4.38472632686875,5.74362236925006,26.38938223608586,0,-4.775544821500707,0.32465072705538717,SDK2
54550,0.716797477755518,2.26940076815572,4.314030390092995,0,-2.4098064783950526,0.9293063740503171,NECAB2
54552,20.9241929338085,26.0019449358902,125.93181059630766,43.84359236858431,-1.5010799102173829,0.30053959195238056,GNL3L
54555,12.0286621826253,12.4315638333538,72.39424777343729,0,-6.197595092098486,0.043938335357374764,DDX49
54556,2.29205999132523,6.44157456053918,13.79471435844796,0,-3.887009937574741,1.176617286763989,ING3
54557,4.04394181426043,4.16447524852629,24.338377887592944,0,-4.663252263863649,0.03407013415904165,SGTB
54558,2.91778819778324,3.86795127196064,17.560646274183497,0,-4.214175040284254,0.31327532159762894,SPATA6
54566,5.89473159271678,4.01166198185426,35.47731684554704,20.825706375077548,-0.740971266868671,-0.4602052762076045,EPB41L4B
54581,0.443134666060269,1.39247429573123,2.666996572412248,0,-1.8745989175450348,0.7292974936180863,SCAND2P
54583,2.72907751418791,3.00042200261629,16.42489503449631,0,-4.1230780603831985,0.10133341134746239,EGLN1
54584,1.54491548299287,1.55005446703229,9.298041009610865,31.786604467223626,1.6707365768147584,0.0029103171856999102,GNB1L
54585,6.8003956137128,2.60651468433255,40.92803651329014,0,-5.389843365356283,-1.1129419972680497,LZTFL1
54587,3.20710963068941,0.914250571485327,19.30192117092383,0,-4.343544350998262,-1.1360497249548578,MXRA8
54596,343.054549071167,371.061544186926,2064.666514713151,554.6214434625915,-1.894433177079735,0.11290396392490616,L1TD1
546,20.0216271023966,26.8555536019826,120.49973731674945,546.9488147980893,2.173087939187009,0.4060906482662838,ATRX
5460,78.0111000781316,91.0838252483591,469.5081483202875,180.8548185204103,-1.3714325552448556,0.22089241735732126,POU5F1
54602,4.36318089670956,5.40020919463323,26.259711522448004,0,-4.7686983897034185,0.2550301458501845,NDFIP2
54606,21.1510266767183,18.3802716186508,127.2970046584793,0,-7.003343678091622,-0.19278477714896097,DDX56
54617,7.82295161759228,9.19684499404782,47.08226809641623,0,-5.5874330461418404,0.20878955817200173,INO80
54619,8.66040223236847,15.504723822072,52.12244682815387,31.786604467223626,-0.6962151016932253,0.7727238325167047,CCNJ
54620,18.244554984918,21.8357258568507,109.8044665351126,24.113975802721374,-2.1414536923047454,0.2468423376242321,FBXL19
54621,18.9431407261621,22.0523811276788,114.00888997595592,0,-6.845601572931486,0.20902314822145607,VSIG10
54622,2.9185448435065,4.88098991407675,17.565200130392505,33.97878408565284,0.9138792725771064,0.5857410090776636,ARL15
54623,11.1229205052264,7.32539234214786,66.94306073228341,0,-6.086254305801339,-0.5421471297709424,PAF1
54625,5.07543682527996,5.12066321571752,30.54640869526455,0,-4.97940387022395,0.01069984471503684,PARP14
54629,6.0572893208849,6.39151387986888,36.45566707866677,156.7408427176889,2.0743003338249877,0.06675572169250377,MINDY2
5463,0.383079079578471,1.29851970196491,2.305553301171133,0,-1.7248917779492272,0.732821385340514,POU6F1
5464,22.0772706405769,24.910973205703,132.87158427507927,134.81904653339677,0.0208360443981299,0.16709059771345539,PPA1
5465,1.41760990641821,1.2363584961482,8.531855101854763,0,-3.2527570206191987,-0.11243000140749955,PPARA
54662,14.0596113921632,13.33324199469,84.61747243951264,0,-6.4198333404571715,-0.07131957672250343,TBC1D13
54663,76.8838613316122,43.4045688755632,462.7238858747746,30.69051465800902,-3.8711430455849465,-0.810616285856282,WDR74
54664,9.18612572410956,9.5466130748425,55.28650249316336,244.42802745485756,2.124439101148621,0.05017433897747534,TMEM106B
54665,7.12996063693274,4.41946327097993,42.91151660327931,0,-5.456527457596987,-0.585098389148974,RSBN1
5467,7.05096434882715,5.46774351076923,42.43607912174803,0,-5.440821975034514,-0.31589913291190763,PPARD
54674,3.03090116257631,2.30686883530465,18.241414249482172,0,-4.266142936392938,-0.28563658568818573,LRRN3
54675,7.67534859080581,6.00095838297203,46.193922415819785,110.70507073067539,1.2430216889895436,-0.3093692982977527,CRLS1
54676,7.67073421944813,9.67932374105525,46.166150919845016,0,-5.559679966786698,0.3005942244022226,GTPBP2
54677,1.89048454337372,5.98835154643794,11.377841057215582,13.153077710575294,0.19335611217724716,1.2736408266368078,CROT
54680,7.41295638983738,8.48240241914413,44.614720529332,0,-5.511427572950989,0.17263975439428797,ZNHIT6
54681,3.14482046384579,1.75037938041204,18.927035143731917,0,-4.316655168755969,-0.5916789775177511,P4HTM
54682,2.86431857602594,1.30239906852616,17.238840491704945,0,-4.188942110023817,-0.7470761219293032,MANSC1
5469,43.011872693854,26.9639630485576,258.86604193574647,126.0503280596799,-1.032368020954689,-0.65432392561838,MED1
547,59.2599009006119,40.3796892988153,356.6544544766584,219.21796184292157,-0.6996342643801537,-0.5422754876743514,KIF1A
54704,6.66541981472505,8.1772687323696,40.11568753490989,0,-5.361617048663648,0.25970004716469425,PDP1
54707,4.2867300140281,6.01334131296864,25.799593509379687,0,-4.744139213240202,0.40772628810147143,GPN2
54708,7.27639412408181,10.9994417590277,43.792823434417244,0,-5.485195701613481,0.5358930365158363,MARCHF5
5471,23.6691905104024,24.0692733984713,142.45252018814128,30.69051465800902,-2.178450319164254,0.02320980594189562,PPAT
54715,1.35754165941009,0.375278433650083,8.170335633504978,0,-3.196974537302547,-0.7775595337874027,RBFOX1
54716,10.9227033676098,0.614211158808615,65.73805814354657,0,-6.060437804370849,-2.884810172791043,SLC6A20
54718,1.29502449488851,0.879246956327622,7.794077407132525,0,-3.13653223148105,-0.288354884448621,BTN2A3P
54726,10.3211927717655,9.03708752527674,62.11787940273866,54.80449046073039,-0.17766751822703217,-0.17368526349784189,OTUD4
54732,40.8044449472773,35.5801528713672,245.5806849441382,374.86271475139586,0.6081460128303308,-0.1925952438701218,TMED9
54733,3.92924569941469,5.18633460248187,23.648081757339423,76.72628664502255,1.656927220573937,0.3277179728216964,SLC35F2
54734,2.51656960631227,2.69650884139436,15.145920706097126,20.825706375077548,0.4348586348766514,0.07199458999188084,RAB39A
54737,8.21204519740327,7.65566860206667,49.42401953944684,16.44134713821912,-1.5315996513098948,-0.08987622546480814,MPHOSPH8
54749,7.39550317063328,2.80012490223418,44.50967870038025,0,-5.508101495761596,-1.1435699555677024,EPDR1
54751,13.4017438871401,14.9955150333019,80.658110838226,0,-6.351524286062358,0.15142392979062355,FBLIM1
54756,40.5697968984155,61.0519749361229,244.16846064762487,552.4292638441624,1.1746255342930265,0.5779414286609167,IL17RD
